series_id,timestamp,value
series_0000,2023-09-26,39.329117
series_0000,2023-09-27,39.563793
series_0000,2023-09-28,40.287407
series_0000,2023-09-29,40.218956
series_0000,2023-10-02,39.602913
series_0000,2023-10-03,38.977085
series_0000,2023-10-04,38.928196
series_0000,2023-10-05,38.996643
series_0000,2023-10-06,39.67136
series_0000,2023-10-09,39.837597
series_0000,2023-10-10,40.522091
series_0000,2023-10-11,40.610096
series_0000,2023-10-12,40.610096
series_0000,2023-10-13,40.51231
series_0000,2023-10-16,40.042946
series_0000,2023-10-17,40.287407
series_0000,2023-10-18,39.573578
series_0000,2023-10-19,39.172657
series_0000,2023-10-20,38.801075
series_0000,2023-10-23,38.028576
series_0000,2023-10-24,38.067688
series_0000,2023-10-25,37.754776
series_0000,2023-10-26,38.468609
series_0000,2023-10-27,37.392975
series_0000,2023-10-30,38.067688
series_0000,2023-10-31,38.615288
series_0000,2023-11-01,38.722847
series_0000,2023-11-02,40.434082
series_0000,2023-11-03,41.860466
series_0000,2023-11-06,41.642548
series_0000,2023-11-07,41.563305
series_0000,2023-11-08,41.424629
series_0000,2023-11-09,41.107655
series_0000,2023-11-10,41.682171
series_0000,2023-11-13,42.29631
series_0000,2023-11-14,43.940617
series_0000,2023-11-15,44.4557
series_0000,2023-11-16,44.247681
series_0000,2023-11-17,44.93116
series_0000,2023-11-20,44.832104
series_0000,2023-11-21,44.663712
series_0000,2023-11-22,44.594376
series_0000,2023-11-24,44.802391
series_0000,2023-11-27,44.653809
series_0000,2023-11-28,44.435886
series_0000,2023-11-29,45.317474
series_0000,2023-11-30,45.664162
series_0000,2023-12-01,46.783482
series_0000,2023-12-04,46.922157
series_0000,2023-12-05,46.258492
series_0000,2023-12-06,47.407524
series_0000,2023-12-07,48.041473
series_0000,2023-12-08,48.427788
series_0000,2023-12-11,47.694786
series_0000,2023-12-12,47.605637
series_0000,2023-12-13,48.873535
series_0000,2023-12-14,49.765026
series_0000,2023-12-15,49.358902
series_0000,2023-12-18,49.190506
series_0000,2023-12-19,50.448502
series_0000,2023-12-20,49.59663
series_0000,2023-12-21,50.12162
series_0000,2023-12-22,50.379162
series_0000,2023-12-26,50.854626
series_0000,2023-12-27,50.973488
series_0000,2023-12-28,51.032925
series_0000,2023-12-29,50.953678
series_0000,2024-01-02,52.538555
series_0000,2024-01-03,53.132881
series_0000,2024-01-04,53.26165
series_0000,2024-01-05,53.81636
series_0000,2024-01-08,53.499382
series_0000,2024-01-09,52.974392
series_0000,2024-01-10,52.518742
series_0001,2023-03-27,202.625015
series_0001,2023-03-28,200.4673
series_0001,2023-03-29,205.132355
series_0001,2023-03-30,207.619705
series_0001,2023-03-31,211.715363
series_0001,2023-04-03,212.844177
series_0001,2023-04-04,214.492416
series_0001,2023-04-05,211.255844
series_0001,2023-04-06,215.870956
series_0001,2023-04-10,214.522385
series_0001,2023-04-11,213.623352
series_0001,2023-04-12,213.773178
series_0001,2023-04-13,220.116455
series_0001,2023-04-14,221.255249
series_0001,2023-04-17,218.628036
series_0001,2023-04-18,217.659058
series_0001,2023-04-19,215.471375
series_0001,2023-04-20,212.844177
series_0001,2023-04-21,212.664352
series_0001,2023-04-24,212.564453
series_0001,2023-04-25,207.330017
series_0001,2023-04-26,209.178055
series_0001,2023-04-27,238.307144
series_0001,2023-04-28,240.065292
series_0001,2023-05-01,242.922241
series_0001,2023-05-02,238.986435
series_0001,2023-05-03,236.778778
series_0001,2023-05-04,233.272491
series_0001,2023-05-05,232.533279
series_0001,2023-05-08,233.022766
series_0001,2023-05-09,233.12265
series_0001,2023-05-10,232.832962
series_0001,2023-05-11,235.540085
series_0001,2023-05-12,233.56218
series_0001,2023-05-15,238.606842
series_0001,2023-05-16,238.566879
series_0001,2023-05-17,242.232986
series_0001,2023-05-18,246.588379
series_0001,2023-05-19,245.379654
series_0001,2023-05-22,248.056808
series_0001,2023-05-23,246.478485
series_0001,2023-05-24,248.945877
series_0001,2023-05-25,252.42218
series_0001,2023-05-26,261.762268
series_0001,2023-05-30,262.24176
series_0001,2023-05-31,264.439423
series_0001,2023-06-01,272.321045
series_0001,2023-06-02,272.321045
series_0001,2023-06-05,271.102356
series_0001,2023-06-06,270.832642
series_0001,2023-06-07,263.320618
series_0001,2023-06-08,264.299561
series_0001,2023-06-09,264.669189
series_0001,2023-06-12,270.762695
series_0001,2023-06-13,271.03244
series_0001,2023-06-14,273.060272
series_0001,2023-06-15,281.531281
series_0001,2023-06-16,280.702179
series_0001,2023-06-20,284.028625
series_0001,2023-06-21,281.341522
series_0001,2023-06-22,284.578064
series_0001,2023-06-23,288.423981
series_0001,2023-06-26,278.174866
series_0001,2023-06-27,286.745758
series_0001,2023-06-28,284.98764
series_0001,2023-06-29,281.231598
series_0001,2023-06-30,286.675842
series_0001,2023-07-03,285.716827
series_0001,2023-07-05,294.057983
series_0001,2023-07-06,291.680511
series_0001,2023-07-07,290.222076
series_0001,2023-07-10,293.7883
series_0001,2023-07-11,297.973846
series_0001,2023-07-12,309.012115
series_0001,2023-07-13,313.07782
series_0001,2023-07-14,308.542633
series_0001,2023-07-17,310.290771
series_0001,2023-07-18,311.719238
series_0001,2023-07-19,315.675079
series_0001,2023-07-20,302.199341
series_0001,2023-07-21,293.94812
series_0001,2023-07-24,291.300903
series_0001,2023-07-25,294.157898
series_0001,2023-07-26,298.253571
series_0001,2023-07-27,311.379608
series_0001,2023-07-28,325.13504
series_0001,2023-07-31,318.262329
series_0001,2023-08-01,322.36795
series_0001,2023-08-02,313.976868
series_0001,2023-08-03,312.858063
series_0001,2023-08-04,310.400665
series_0001,2023-08-07,316.224487
series_0001,2023-08-08,312.308655
series_0001,2023-08-09,304.886505
series_0001,2023-08-10,305.415955
series_0001,2023-08-11,301.320313
series_0001,2023-08-14,305.865479
series_0001,2023-08-15,301.629974
series_0001,2023-08-16,293.978088
series_0001,2023-08-17,284.787842
series_0001,2023-08-18,282.949799
series_0001,2023-08-21,289.592743
series_0001,2023-08-22,287.295197
series_0001,2023-08-23,293.928131
series_0001,2023-08-24,286.446075
series_0001,2023-08-25,285.197388
series_0001,2023-08-28,289.952362
series_0001,2023-08-29,297.674164
series_0001,2023-08-30,294.787231
series_0001,2023-08-31,295.576416
series_0001,2023-09-01,296.065887
series_0001,2023-09-05,299.831879
series_0001,2023-09-06,298.852936
series_0001,2023-09-07,298.353455
series_0001,2023-09-08,297.57428
series_0001,2023-09-11,307.234009
series_0001,2023-09-12,301.340271
series_0001,2023-09-13,304.736664
series_0001,2023-09-14,311.389618
series_0001,2023-09-15,299.991699
series_0001,2023-09-18,302.229309
series_0001,2023-09-19,304.746674
series_0001,2023-09-20,299.352386
series_0001,2023-09-21,295.416565
series_0001,2023-09-22,298.763
series_0001,2023-09-25,300.511139
series_0001,2023-09-26,298.643127
series_0001,2023-09-27,297.424408
series_0001,2023-09-28,303.637817
series_0001,2023-09-29,299.891815
series_0001,2023-10-02,306.494812
series_0001,2023-10-03,300.621033
series_0001,2023-10-04,305.256104
series_0001,2023-10-05,304.46698
series_0001,2023-10-06,315.095673
series_0001,2023-10-09,318.022552
series_0001,2023-10-10,321.498871
series_0001,2023-10-11,327.472565
series_0001,2023-10-12,323.816437
series_0001,2023-10-13,314.356476
series_0001,2023-10-16,320.809601
series_0001,2023-10-17,323.656586
series_0001,2023-10-18,316.634033
series_0001,2023-10-19,312.478455
series_0001,2023-10-20,308.322845
series_0001,2023-10-23,313.677185
series_0001,2023-10-24,312.218719
series_0001,2023-10-25,299.212524
series_0001,2023-10-26,288.044373
series_0001,2023-10-27,296.415497
series_0001,2023-10-30,302.339203
series_0001,2023-10-31,300.950684
series_0001,2023-11-01,311.51947
series_0001,2023-11-02,310.540497
series_0001,2023-11-03,314.266571
series_0001,2023-11-06,315.465271
series_0001,2023-11-07,318.482086
series_0001,2023-11-08,319.441071
series_0001,2023-11-09,320.210236
series_0001,2023-11-10,328.421539
series_0001,2023-11-13,328.841095
series_0001,2023-11-14,335.953552
series_0001,2023-11-15,332.357361
series_0001,2023-11-16,333.835785
series_0001,2023-11-17,334.684906
series_0001,2023-11-20,339.60968
series_0001,2023-11-21,336.622864
series_0001,2023-11-22,341.128052
series_0001,2023-11-24,337.871521
series_0001,2023-11-27,334.345276
series_0001,2023-11-28,338.630707
series_0001,2023-11-29,331.847931
series_0001,2023-11-30,326.803253
series_0001,2023-12-01,324.475739
series_0001,2023-12-04,319.680817
series_0001,2023-12-05,317.952667
series_0001,2023-12-06,317.113556
series_0001,2023-12-07,326.243835
series_0001,2023-12-08,332.397308
series_0001,2023-12-11,324.935242
series_0001,2023-12-12,333.865753
series_0001,2023-12-13,334.385193
series_0001,2023-12-14,332.816895
series_0001,2023-12-15,334.565033
series_0001,2023-12-18,344.25473
series_0001,2023-12-19,349.988647
series_0001,2023-12-20,348.90979
series_0001,2023-12-21,353.714691
series_0001,2023-12-22,353.015472
series_0001,2023-12-26,354.453918
series_0001,2023-12-27,357.450714
series_0001,2023-12-28,357.940216
series_0001,2023-12-29,353.584839
series_0001,2024-01-02,345.922974
series_0001,2024-01-03,344.104889
series_0001,2024-01-04,346.752075
series_0001,2024-01-05,351.576996
series_0001,2024-01-08,358.279877
series_0001,2024-01-09,357.051147
series_0001,2024-01-10,370.077332
series_0002,2023-03-27,38.251911
series_0002,2023-03-28,38.033165
series_0002,2023-03-29,38.280441
series_0002,2023-03-30,38.404079
series_0002,2023-03-31,38.803532
series_0002,2023-04-03,39.326614
series_0002,2023-04-04,38.898632
series_0002,2023-04-05,39.516827
series_0002,2023-04-06,39.469276
series_0002,2023-04-10,39.688015
series_0002,2023-04-11,39.745087
series_0002,2023-04-12,39.345634
series_0002,2023-04-13,39.440742
series_0002,2023-04-14,39.174446
series_0002,2023-04-17,39.164936
series_0002,2023-04-18,38.565758
series_0002,2023-04-19,38.270931
series_0002,2023-04-20,37.900013
series_0002,2023-04-21,38.242397
series_0002,2023-04-24,37.957073
series_0002,2023-04-25,37.40546
series_0002,2023-04-26,36.739716
series_0002,2023-04-27,36.84433
series_0002,2023-04-28,36.986988
series_0002,2023-05-01,37.291328
series_0002,2023-05-02,37.14867
series_0002,2023-05-03,36.56852
series_0002,2023-05-04,36.359283
series_0002,2023-05-05,36.606564
series_0002,2023-05-08,36.777752
series_0002,2023-05-09,36.597054
series_0002,2023-05-10,36.425858
series_0002,2023-05-11,36.127842
series_0002,2023-05-12,35.906723
series_0002,2023-05-15,35.724068
series_0002,2023-05-16,35.579865
series_0002,2023-05-17,35.32991
series_0002,2023-05-18,35.070347
series_0002,2023-05-19,35.34914
series_0002,2023-05-22,37.252628
series_0002,2023-05-23,38.108238
series_0002,2023-05-24,37.137268
series_0002,2023-05-25,36.368179
series_0002,2023-05-26,36.147064
series_0002,2023-05-30,35.579865
series_0002,2023-05-31,36.550838
series_0002,2023-06-01,36.550838
series_0002,2023-06-02,36.877697
series_0002,2023-06-05,37.156494
series_0002,2023-06-06,36.88731
series_0002,2023-06-07,37.387215
series_0002,2023-06-08,37.579491
series_0002,2023-06-09,37.464127
series_0002,2023-06-12,38.358192
series_0002,2023-06-13,38.723503
series_0002,2023-06-14,37.839058
series_0002,2023-06-15,38.213985
series_0002,2023-06-16,38.512009
series_0002,2023-06-20,37.819828
series_0002,2023-06-21,37.396835
series_0002,2023-06-22,37.233398
series_0002,2023-06-23,36.820015
series_0002,2023-06-26,35.4645
series_0002,2023-06-27,35.012665
series_0002,2023-06-28,34.887688
series_0002,2023-06-29,34.724255
series_0002,2023-06-30,35.262615
series_0002,2023-07-03,35.233776
series_0002,2023-07-05,35.051117
series_0002,2023-07-06,34.253193
series_0002,2023-07-07,34.157055
series_0002,2023-07-10,34.301258
series_0002,2023-07-11,34.62812
series_0002,2023-07-12,34.599281
series_0002,2023-07-13,34.666576
series_0002,2023-07-14,34.916523
series_0002,2023-07-17,34.4743
series_0002,2023-07-18,34.839619
series_0002,2023-07-19,35.031891
series_0002,2023-07-20,35.34914
series_0002,2023-07-21,35.954796
series_0002,2023-07-24,36.060543
series_0002,2023-07-25,35.627934
series_0002,2023-07-26,35.772137
series_0002,2023-07-27,35.188896
series_0002,2023-07-28,35.062523
series_0002,2023-07-31,35.052807
series_0002,2023-08-01,34.615376
series_0002,2023-08-02,34.362633
series_0002,2023-08-03,34.022411
series_0002,2023-08-04,34.041855
series_0002,2023-08-07,34.683418
series_0002,2023-08-08,34.644535
series_0002,2023-08-09,34.838951
series_0002,2023-08-10,34.722301
series_0002,2023-08-11,35.033367
series_0002,2023-08-14,35.062523
series_0002,2023-08-15,34.40152
series_0002,2023-08-16,34.489002
series_0002,2023-08-17,35.490234
series_0002,2023-08-18,35.636044
series_0002,2023-08-21,35.976269
series_0002,2023-08-22,35.81102
series_0002,2023-08-23,35.636044
series_0002,2023-08-24,35.150009
series_0002,2023-08-25,35.363865
series_0002,2023-08-28,35.198612
series_0002,2023-08-29,35.140293
series_0002,2023-08-30,34.897278
series_0002,2023-08-31,34.3918
series_0002,2023-09-01,34.780624
series_0002,2023-09-05,34.3918
series_0002,2023-09-06,33.410007
series_0002,2023-09-07,33.322521
series_0002,2023-09-08,33.293358
series_0002,2023-09-11,32.992016
series_0002,2023-09-12,33.196156
series_0002,2023-09-13,33.128109
series_0002,2023-09-14,33.196156
series_0002,2023-09-15,33.118389
series_0002,2023-09-18,32.700397
series_0002,2023-09-19,33.040627
series_0002,2023-09-20,32.680958
series_0002,2023-09-21,31.932461
series_0002,2023-09-22,31.776932
series_0002,2023-09-25,32.058834
series_0002,2023-09-26,31.495033
series_0002,2023-09-27,31.203411
series_0002,2023-09-28,31.193689
series_0002,2023-09-29,32.243523
series_0002,2023-10-02,32.992016
series_0002,2023-10-03,32.953136
series_0002,2023-10-04,32.379616
series_0002,2023-10-05,32.535149
series_0002,2023-10-06,32.204643
series_0002,2023-10-09,32.27269
series_0002,2023-10-10,32.243523
series_0002,2023-10-11,32.185204
series_0002,2023-10-12,32.000507
series_0002,2023-10-13,31.213133
series_0002,2023-10-16,32.340733
series_0002,2023-10-17,31.835257
series_0002,2023-10-18,30.532684
series_0002,2023-10-19,30.31883
series_0002,2023-10-20,29.793911
series_0002,2023-10-23,29.978603
series_0002,2023-10-24,29.580057
series_0002,2023-10-25,29.871675
series_0002,2023-10-26,30.289667
series_0002,2023-10-27,29.268993
series_0002,2023-10-30,29.696703
series_0002,2023-10-31,29.706425
series_0002,2023-11-01,29.657822
series_0002,2023-11-02,29.648102
series_0002,2023-11-03,30.386875
series_0002,2023-11-06,30.309109
series_0002,2023-11-07,30.377153
series_0002,2023-11-08,29.959164
series_0002,2023-11-09,29.239986
series_0002,2023-11-10,29.04295
series_0002,2023-11-13,28.550364
series_0002,2023-11-14,28.826212
series_0002,2023-11-15,29.742426
series_0002,2023-11-16,29.328651
series_0002,2023-11-17,29.476427
series_0002,2023-11-20,29.535538
series_0002,2023-11-21,29.850794
series_0002,2023-11-22,29.870497
series_0002,2023-11-24,30.047829
series_0002,2023-11-27,29.693165
series_0002,2023-11-28,29.249838
series_0002,2023-11-29,29.634056
series_0002,2023-11-30,30.018272
series_0002,2023-12-01,28.481401
series_0002,2023-12-04,28.845917
series_0002,2023-12-05,28.658733
series_0002,2023-12-06,28.36318
series_0002,2023-12-07,28.205551
series_0002,2023-12-08,28.353329
series_0002,2023-12-11,28.215403
series_0002,2023-12-12,28.156294
series_0002,2023-12-13,26.264757
series_0002,2023-12-14,25.742615
series_0002,2023-12-15,26.235203
series_0002,2023-12-18,26.658827
series_0002,2023-12-19,27.742519
series_0002,2023-12-20,27.220377
series_0002,2023-12-21,27.890295
series_0002,2023-12-22,27.978962
series_0002,2023-12-26,27.988813
series_0002,2023-12-27,28.18585
series_0002,2023-12-28,28.36318
series_0002,2023-12-29,28.36318
series_0002,2024-01-02,29.289244
series_0002,2024-01-03,29.289244
series_0002,2024-01-04,28.658733
series_0002,2024-01-05,29.033098
series_0002,2024-01-08,29.141468
series_0002,2024-01-09,28.964136
series_0002,2024-01-10,28.560215
series_0003,2023-03-27,103.059998
series_0003,2023-03-28,101.360001
series_0003,2023-03-29,101.900002
series_0003,2023-03-30,101.32
series_0003,2023-03-31,104.0
series_0003,2023-04-03,104.910004
series_0003,2023-04-04,105.120003
series_0003,2023-04-05,104.949997
series_0003,2023-04-06,108.900002
series_0003,2023-04-10,106.949997
series_0003,2023-04-11,106.120003
series_0003,2023-04-12,105.220001
series_0003,2023-04-13,108.190002
series_0003,2023-04-14,109.459999
series_0003,2023-04-17,106.419998
series_0003,2023-04-18,105.120003
series_0003,2023-04-19,105.019997
series_0003,2023-04-20,105.900002
series_0003,2023-04-21,105.910004
series_0003,2023-04-24,106.779999
series_0003,2023-04-25,104.610001
series_0003,2023-04-26,104.449997
series_0003,2023-04-27,108.370003
series_0003,2023-04-28,108.220001
series_0003,2023-05-01,107.709999
series_0003,2023-05-02,105.980003
series_0003,2023-05-03,106.120003
series_0003,2023-05-04,105.209999
series_0003,2023-05-05,106.214996
series_0003,2023-05-08,108.239998
series_0003,2023-05-09,107.940002
series_0003,2023-05-10,112.279999
series_0003,2023-05-11,116.900002
series_0003,2023-05-12,117.919998
series_0003,2023-05-15,116.959999
series_0003,2023-05-16,120.089996
series_0003,2023-05-17,121.480003
series_0003,2023-05-18,123.519997
series_0003,2023-05-19,123.25
series_0003,2023-05-22,125.870003
series_0003,2023-05-23,123.290001
series_0003,2023-05-24,121.639999
series_0003,2023-05-25,124.349998
series_0003,2023-05-26,125.43
series_0003,2023-05-30,124.639999
series_0003,2023-05-31,123.370003
series_0003,2023-06-01,124.370003
series_0003,2023-06-02,125.230003
series_0003,2023-06-05,126.629997
series_0003,2023-06-06,127.910004
series_0003,2023-06-07,122.940002
series_0003,2023-06-08,122.669998
series_0003,2023-06-09,122.870003
series_0003,2023-06-12,124.349998
series_0003,2023-06-13,124.43
series_0003,2023-06-14,124.379997
series_0003,2023-06-15,125.790001
series_0003,2023-06-16,124.059998
series_0003,2023-06-20,123.849998
series_0003,2023-06-21,121.260002
series_0003,2023-06-22,123.870003
series_0003,2023-06-23,123.019997
series_0003,2023-06-26,119.089996
series_0003,2023-06-27,119.010002
series_0003,2023-06-28,121.080002
series_0003,2023-06-29,120.010002
series_0003,2023-06-30,120.970001
series_0003,2023-07-03,120.559998
series_0003,2023-07-05,122.629997
series_0003,2023-07-06,120.93
series_0003,2023-07-07,120.139999
series_0003,2023-07-10,116.870003
series_0003,2023-07-11,117.709999
series_0003,2023-07-12,119.620003
series_0003,2023-07-13,124.830002
series_0003,2023-07-14,125.699997
series_0003,2023-07-17,125.059998
series_0003,2023-07-18,124.080002
series_0003,2023-07-19,122.779999
series_0003,2023-07-20,119.529999
series_0003,2023-07-21,120.309998
series_0003,2023-07-24,121.879997
series_0003,2023-07-25,122.790001
series_0003,2023-07-26,129.660004
series_0003,2023-07-27,129.869995
series_0003,2023-07-28,133.009995
series_0003,2023-07-31,133.110001
series_0003,2023-08-01,131.889999
series_0003,2023-08-02,128.639999
series_0003,2023-08-03,128.770004
series_0003,2023-08-04,128.539993
series_0003,2023-08-07,131.940002
series_0003,2023-08-08,131.839996
series_0003,2023-08-09,130.149994
series_0003,2023-08-10,130.210007
series_0003,2023-08-11,130.169998
series_0003,2023-08-14,131.830002
series_0003,2023-08-15,130.270004
series_0003,2023-08-16,129.110001
series_0003,2023-08-17,130.460007
series_0003,2023-08-18,128.110001
series_0003,2023-08-21,128.929993
series_0003,2023-08-22,129.690002
series_0003,2023-08-23,133.210007
series_0003,2023-08-24,130.419998
series_0003,2023-08-25,130.690002
series_0003,2023-08-28,131.789993
series_0003,2023-08-29,135.490005
series_0003,2023-08-30,136.929993
series_0003,2023-08-31,137.350006
series_0003,2023-09-01,136.800003
series_0003,2023-09-05,136.710007
series_0003,2023-09-06,135.369995
series_0003,2023-09-07,136.199997
series_0003,2023-09-08,137.199997
series_0003,2023-09-11,137.740005
series_0003,2023-09-12,136.070007
series_0003,2023-09-13,137.5
series_0003,2023-09-14,138.990005
series_0003,2023-09-15,138.300003
series_0003,2023-09-18,138.960007
series_0003,2023-09-19,138.830002
series_0003,2023-09-20,134.589996
series_0003,2023-09-21,131.360001
series_0003,2023-09-22,131.25
series_0003,2023-09-25,132.169998
series_0003,2023-09-26,129.449997
series_0003,2023-09-27,131.460007
series_0003,2023-09-28,133.130005
series_0003,2023-09-29,131.850006
series_0003,2023-10-02,135.169998
series_0003,2023-10-03,133.300003
series_0003,2023-10-04,136.270004
series_0003,2023-10-05,135.990005
series_0003,2023-10-06,138.729996
series_0003,2023-10-09,139.5
series_0003,2023-10-10,139.199997
series_0003,2023-10-11,141.699997
series_0003,2023-10-12,140.289993
series_0003,2023-10-13,138.580002
series_0003,2023-10-16,140.490005
series_0003,2023-10-17,140.990005
series_0003,2023-10-18,139.279999
series_0003,2023-10-19,138.979996
series_0003,2023-10-20,136.740005
series_0003,2023-10-23,137.899994
series_0003,2023-10-24,140.119995
series_0003,2023-10-25,126.669998
series_0003,2023-10-26,123.440002
series_0003,2023-10-27,123.400002
series_0003,2023-10-30,125.75
series_0003,2023-10-31,125.300003
series_0003,2023-11-01,127.57
series_0003,2023-11-02,128.580002
series_0003,2023-11-03,130.369995
series_0003,2023-11-06,131.449997
series_0003,2023-11-07,132.399994
series_0003,2023-11-08,133.259995
series_0003,2023-11-09,131.690002
series_0003,2023-11-10,134.059998
series_0003,2023-11-13,133.639999
series_0003,2023-11-14,135.429993
series_0003,2023-11-15,136.380005
series_0003,2023-11-16,138.699997
series_0003,2023-11-17,136.940002
series_0003,2023-11-20,137.919998
series_0003,2023-11-21,138.619995
series_0003,2023-11-22,140.020004
series_0003,2023-11-24,138.220001
series_0003,2023-11-27,138.050003
series_0003,2023-11-28,138.619995
series_0003,2023-11-29,136.399994
series_0003,2023-11-30,133.919998
series_0003,2023-12-01,133.320007
series_0003,2023-12-04,130.630005
series_0003,2023-12-05,132.389999
series_0003,2023-12-06,131.429993
series_0003,2023-12-07,138.449997
series_0003,2023-12-08,136.639999
series_0003,2023-12-11,134.699997
series_0003,2023-12-12,133.639999
series_0003,2023-12-13,133.970001
series_0003,2023-12-14,133.199997
series_0003,2023-12-15,133.839996
series_0003,2023-12-18,137.190002
series_0003,2023-12-19,138.100006
series_0003,2023-12-20,139.660004
series_0003,2023-12-21,141.800003
series_0003,2023-12-22,142.720001
series_0003,2023-12-26,142.820007
series_0003,2023-12-27,141.440002
series_0003,2023-12-28,141.279999
series_0003,2023-12-29,140.929993
series_0003,2024-01-02,139.559998
series_0003,2024-01-03,140.360001
series_0003,2024-01-04,138.039993
series_0003,2024-01-05,137.389999
series_0003,2024-01-08,140.529999
series_0003,2024-01-09,142.559998
series_0003,2024-01-10,143.800003
series_0004,2023-03-27,104.082428
series_0004,2023-03-28,102.719704
series_0004,2023-03-29,102.125954
series_0004,2023-03-30,103.099319
series_0004,2023-03-31,103.556808
series_0004,2023-04-03,105.970772
series_0004,2023-04-04,105.931839
series_0004,2023-04-05,108.929817
series_0004,2023-04-06,109.338631
series_0004,2023-04-10,109.611176
series_0004,2023-04-11,109.494362
series_0004,2023-04-12,110.72081
series_0004,2023-04-13,112.502083
series_0004,2023-04-14,112.239265
series_0004,2023-04-17,111.947258
series_0004,2023-04-18,111.772049
series_0004,2023-04-19,111.090691
series_0004,2023-04-20,111.129623
series_0004,2023-04-21,112.297668
series_0004,2023-04-24,112.852493
series_0004,2023-04-25,113.426781
series_0004,2023-04-26,110.40934
